GEOCODE_MALLA_2010,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN105150E172000,871,53.7,393,478,121.6,471,400,45.9,46,481,344,5.3,55.2,39.5,81.1,81.1,81.1,747.8,13.4,6,14444.9,6633.7,277,132,462,31.8,15.2,53
250mN105150E172025,547,56.1,246,301,122.4,248,299,54.7,33,273,241,6,49.9,44.1,100.4,100.4,100.4,730.3,13.7,6.1,8966.8,4901.4,124,94,329,22.7,17.2,60.1
250mN105150E172500,62,35.8,35,27,77.1,26,36,58.1,12,47,3,19.4,75.8,4.8,31.9,31.9,31.9,25,400,6.2,992,576,21,3,38,33.9,4.8,61.3
250mN105150E172525,133,32.7,72,61,84.7,95,38,28.6,38,88,7,28.6,66.2,5.3,51.1,51.1,51.1,18.4,542.9,6.2,2128,608,61,20,52,45.9,15,39.1
250mN105150E172625,36,54.3,19,17,89.5,14,22,61.1,,20,,,55.6,,,,,,,6.2,576,352,,,22,,,61.1
250mN105150E172825,99,43.3,58,41,70.7,,,,6,80,13,6.1,80.8,13.1,23.8,23.8,23.8,216.7,46.2,6.2,1584,,94,,,94.9,,
250mN105150E172850,32,44.1,17,15,88.2,32,0,0,3,22,7,9.4,68.8,21.9,45.5,45.5,45.5,233.3,42.9,6.2,512,0,32,0,0,100,0,0
250mN105150E172875,104,42.4,47,57,121.3,92,12,11.5,7,83,14,6.7,79.8,13.5,25.3,25.3,25.3,200,50,6.2,1664,192,87,,,83.7,,
250mN105150E172900,125,37.1,67,58,86.6,118,7,5.6,16,97,12,12.8,77.6,9.6,28.9,28.9,28.9,75,133.3,6.2,2000,112,108,6,11,86.4,4.8,8.8
250mN105150E172925,63,37.7,34,29,85.3,59,4,6.3,10,46,7,15.9,73,11.1,37,37,37,70,142.9,6.2,1008,64,48,10,5,76.2,15.9,7.9
250mN105150E172950,110,39.9,56,54,96.4,,,,10,87,13,9.1,79.1,11.8,26.4,26.4,26.4,130,76.9,6.2,1760,,103,0,7,93.6,0,6.4
250mN105150E172975,118,35.6,60,58,96.7,,,,24,81,13,20.3,68.6,11,45.7,45.7,45.7,54.2,184.6,6.2,1888,,112,0,6,94.9,0,5.1
250mN105150E173000,209,42.8,105,104,99,,,,23,147,39,11,70.3,18.7,42.2,42.2,42.2,169.6,59,6.2,3344,,203,,,97.1,,
250mN105150E173025,138,38.8,67,71,106,138,0,0,25,100,13,18.1,72.5,9.4,38,38,38,52,192.3,6.2,2208,0,136,,,98.6,,
250mN105150E173050,51,40,29,22,75.9,,,,6,38,7,11.8,74.5,13.7,34.2,34.2,34.2,116.7,85.7,6.2,816,,46,,,90.2,,
250mN105150E173075,51,45.1,25,26,104,51,0,0,,38,,,74.5,,,,,,,6.2,816,0,51,0,0,100,0,0
250mN105150E173225,106,38.8,52,54,103.8,,,,15,77,14,14.2,72.6,13.2,37.7,37.7,37.7,93.3,107.1,6.2,1696,,104,,,98.1,,
250mN105150E173250,104,36.2,50,54,108,,,,18,77,9,17.3,74,8.7,35.1,35.1,35.1,50,200,6.2,1664,,103,,,99,,
250mN105150E173275,337,31.6,160,177,110.6,330,7,2.1,75,244,18,22.3,72.4,5.3,38.1,38.1,38.1,24,416.7,6.2,5392,112,316,14,7,93.8,4.2,2.1
250mN105150E173300,167,37,80,87,108.8,,,,29,122,16,17.4,73.1,9.6,36.9,36.9,36.9,55.2,181.2,6.2,2672,,163,,,97.6,,
250mN105150E173325,39,43.7,17,22,129.4,39,0,0,5,27,7,12.8,69.2,17.9,44.4,44.4,44.4,140,71.4,6.2,624,0,36,3,0,92.3,7.7,0
250mN105150E173425,71,39.5,35,36,102.9,68,3,4.2,7,56,8,9.9,78.9,11.3,26.8,26.8,26.8,114.3,87.5,6.2,1136,48,68,0,3,95.8,0,4.2
250mN105150E173450,126,42,62,64,103.2,126,0,0,18,85,23,14.3,67.5,18.3,48.2,48.2,48.2,127.8,78.3,6.2,2016,0,119,0,7,94.4,0,5.6
250mN105150E173475,137,39.2,73,64,87.7,134,3,2.2,24,91,22,17.5,66.4,16.1,50.5,50.5,50.5,91.7,109.1,6.2,2192,48,132,,,96.4,,
250mN105150E173500,13,43.3,5,8,160,13,0,0,,8,,,61.5,,,,,,,6.2,208,0,13,0,0,100,0,0
250mN105150E173525,66,36.1,30,36,120,,,,14,46,6,21.2,69.7,9.1,43.5,43.5,43.5,42.9,233.3,6.2,1056,,64,,,97,,
250mN105150E173550,34,35.9,16,18,112.5,34,0,0,,26,,,76.5,,,,,,,6.2,544,0,33,,,97.1,,
250mN105150E173575,16,37.3,9,7,77.8,16,0,0,5,8,3,31.2,50,18.8,100,100,100,60,166.7,6.2,256,0,16,0,0,100,0,0
250mN105150E173600,59,45.4,35,24,68.6,,,,6,38,15,10.2,64.4,25.4,55.3,55.3,55.3,250,40,6.2,944,,56,,,94.9,,
250mN105150E173625,36,34.7,19,17,89.5,36,0,0,8,25,3,22.2,69.4,8.3,44,44,44,37.5,266.7,6.2,576,0,33,,,91.7,,
250mN105150E173700,22,44,13,9,69.2,22,0,0,3,13,6,13.6,59.1,27.3,69.2,69.2,69.2,200,50,6.2,352,0,19,,,86.4,,
250mN105150E173725,67,37,33,34,103,64,3,4.5,13,48,6,19.4,71.6,9,39.6,39.6,39.6,46.2,216.7,6.2,1072,48,63,0,4,94,0,6
250mN105150E173750,82,44.5,38,44,115.8,82,0,0,7,59,16,8.5,72,19.5,39,39,39,228.6,43.8,6.2,1312,0,81,,,98.8,,
250mN105150E173775,27,37,14,13,92.9,27,0,0,,23,,,85.2,,,,,,,6.2,432,0,24,,,88.9,,
250mN105150E173800,53,45,27,26,96.3,53,0,0,,43,,,81.1,,,,,,,6.2,848,0,51,,,96.2,,
250mN105150E173825,45,39.2,21,24,114.3,,,,8,32,5,17.8,71.1,11.1,40.6,40.6,40.6,62.5,160,6.2,720,,38,4,3,84.4,8.9,6.7
250mN105150E173850,76,41.4,33,43,130.3,76,0,0,12,49,15,15.8,64.5,19.7,55.1,55.1,55.1,125,80,6.2,1216,0,65,8,3,85.5,10.5,3.9
250mN105150E173875,35,43,23,12,52.2,,,,,28,,,80,,,,,,,6.2,560,,33,,,94.3,,
250mN105150E173900,41,38.7,21,20,95.2,41,0,0,6,30,5,14.6,73.2,12.2,36.7,36.7,36.7,83.3,120,6.2,656,0,41,0,0,100,0,0
250mN105150E174150,48,42.8,26,22,84.6,,,,4,37,7,8.3,77.1,14.6,29.7,29.7,29.7,175,57.1,6.2,768,,44,,,91.7,,
250mN105150E174175,80,47.4,42,38,90.5,,,,5,54,21,6.2,67.5,26.2,48.1,48.1,48.1,420,23.8,6.2,1280,,69,8,3,86.2,10,3.8
250mN105150E174200,76,44,35,41,117.1,,,,7,55,14,9.2,72.4,18.4,38.2,38.2,38.2,200,50,6.2,1216,,72,,,94.7,,
250mN105150E174225,349,35.7,174,175,100.6,321,28,8,60,260,29,17.2,74.5,8.3,34.2,34.2,34.2,48.3,206.9,6.2,5584,448,288,19,42,82.5,5.4,12
250mN105150E174250,822,40.2,390,432,110.8,772,50,6.1,111,593,118,13.5,72.1,14.4,38.6,38.6,38.6,106.3,94.1,6.2,13152,800,696,36,90,84.7,4.4,10.9
250mN105150E174275,204,45.2,108,96,88.9,,,,17,148,39,8.3,72.5,19.1,37.8,37.8,37.8,229.4,43.6,6.2,3264,,165,29,10,80.9,14.2,4.9
250mN105150E174300,993,43.3,471,522,110.8,940,53,5.3,110,695,188,11.1,70,18.9,42.9,42.9,42.9,170.9,58.5,6.2,15888,848,856,48,89,86.2,4.8,9
250mN105150E174325,1194,41.1,553,641,115.9,1109,85,7.1,149,864,181,12.5,72.4,15.2,38.2,38.2,38.2,121.5,82.3,6.2,19104,1360,913,135,146,76.5,11.3,12.2
250mN105150E174350,583,44.6,250,333,133.2,521,62,10.6,60,389,134,10.3,66.7,23,49.9,49.9,49.9,223.3,44.8,6.2,9328,992,423,73,87,72.6,12.5,14.9
250mN105150E174375,535,42.3,253,282,111.5,507,28,5.2,70,361,104,13.1,67.5,19.4,48.2,48.2,48.2,148.6,67.3,6.2,8560,448,437,57,41,81.7,10.7,7.7
250mN105150E174400,367,43,152,215,141.4,352,15,4.1,50,244,73,13.6,66.5,19.9,50.4,50.4,50.4,146,68.5,6.2,5872,240,293,46,28,79.8,12.5,7.6
250mN105150E174425,126,38.8,58,68,117.2,123,3,2.4,20,88,18,15.9,69.8,14.3,43.2,43.2,43.2,90,111.1,6.2,2016,48,114,7,5,90.5,5.6,4
250mN105150E174450,27,51.1,15,12,80,27,0,0,,18,,,66.7,,,,,,,6.2,432,0,27,0,0,100,0,0
250mN105150E175200,31,42.6,19,12,63.2,31,0,0,4,24,3,12.9,77.4,9.7,29.2,29.2,29.2,75,133.3,6.2,496,0,31,0,0,100,0,0
250mN105150E175275,35,42.2,18,17,94.4,,,,,29,,,82.9,,,,,,,6.2,560,,33,,,94.3,,
250mN105150E175600,11,41.6,4,7,175,6,5,45.5,,9,,,81.8,,,,,,,6.2,176,80,4,0,7,36.4,0,63.6
250mN105175E164575,68,55.8,33,35,106.1,,,,0,45,23,0,66.2,33.8,51.1,51.1,51.1,,0,6.2,1088,,61,,,89.7,,
250mN105175E168925,69,50.2,32,37,115.6,69,0,0,8,36,25,11.6,52.2,36.2,91.7,91.7,91.7,312.5,32,6.2,1104,0,63,0,6,91.3,0,8.7
250mN105175E169475,68,43.2,35,33,94.3,,,,5,47,16,7.4,69.1,23.5,44.7,44.7,44.7,320,31.2,6.2,1088,,62,3,3,91.2,4.4,4.4
250mN105175E169500,14,52.4,5,9,180,14,0,0,0,9,5,0,64.3,35.7,55.6,55.6,55.6,,0,6.2,224,0,12,,,85.7,,
250mN105175E170000,11,39.5,7,4,57.1,7,4,36.4,,8,,,72.7,,,,,,,6.2,176,64,7,0,4,63.6,0,36.4
250mN105175E170025,31,43.2,15,16,106.7,,,,,24,,,77.4,,,,,,,6.2,496,,28,0,3,90.3,0,9.7
250mN105175E170050,127,42.6,62,65,104.8,119,8,6.3,11,98,18,8.7,77.2,14.2,29.6,29.6,29.6,163.6,61.1,6.2,2032,128,101,0,26,79.5,0,20.5
250mN105175E170075,59,36.4,33,26,78.8,54,5,8.5,11,40,8,18.6,67.8,13.6,47.5,47.5,47.5,72.7,137.5,6.2,944,80,53,0,6,89.8,0,10.2
250mN105175E170200,238,45.3,115,123,107,232,6,2.5,22,161,55,9.2,67.6,23.1,47.8,47.8,47.8,250,40,6.2,3808,96,216,,,90.8,,
250mN105175E170225,46,45.1,23,23,100,39,7,15.2,,34,,,73.9,,,,,,,6.2,736,112,38,0,8,82.6,0,17.4
250mN105175E170250,169,47.7,87,82,94.3,153,16,9.5,11,110,48,6.5,65.1,28.4,53.6,53.6,53.6,436.4,22.9,6.2,2704,256,135,3,31,79.9,1.8,18.3
250mN105175E170275,284,39.7,138,146,105.8,275,9,3.2,42,201,41,14.8,70.8,14.4,41.3,41.3,41.3,97.6,102.4,6.2,4544,144,248,4,32,87.3,1.4,11.3
250mN105175E170300,289,40.1,159,130,81.8,260,29,10,45,201,43,15.6,69.6,14.9,43.8,43.8,43.8,95.6,104.7,6.2,4624,464,231,13,45,79.9,4.5,15.6
250mN105175E170325,372,35.2,178,194,109,369,3,0.8,71,268,33,19.1,72,8.9,38.8,38.8,38.8,46.5,215.2,6.2,5952,48,346,5,21,93,1.3,5.6
250mN105175E170350,156,38,78,78,100,,,,27,112,17,17.3,71.8,10.9,39.3,39.3,39.3,63,158.8,6.2,2496,,144,6,6,92.3,3.8,3.8
250mN105175E170375,174,36.3,93,81,87.1,,,,37,115,22,21.3,66.1,12.6,51.3,51.3,51.3,59.5,168.2,6.2,2784,,170,0,4,97.7,0,2.3
250mN105175E170400,96,47.1,43,53,123.3,96,0,0,8,64,24,8.3,66.7,25,50,50,50,300,33.3,6.2,1536,0,92,0,4,95.8,0,4.2
250mN105175E170425,134,41,59,75,127.1,120,14,10.4,14,103,17,10.4,76.9,12.7,30.1,30.1,30.1,121.4,82.4,6.2,2144,224,115,0,19,85.8,0,14.2
250mN105175E170450,49,36.7,27,22,81.5,41,8,16.3,9,33,7,18.4,67.3,14.3,48.5,48.5,48.5,77.8,128.6,6.2,784,128,40,0,9,81.6,0,18.4
250mN105175E170475,18,44.4,8,10,125,18,0,0,,13,,,72.2,,,,,,,6.2,288,0,18,0,0,100,0,0
250mN105175E170525,30,41.5,13,17,130.8,30,0,0,6,17,7,20,56.7,23.3,76.5,76.5,76.5,116.7,85.7,6.2,480,0,29,,,96.7,,
250mN105175E170550,25,42,11,14,127.3,25,0,0,3,17,5,12,68,20,47.1,47.1,47.1,166.7,60,6.2,400,0,25,0,0,100,0,0
250mN105175E170625,21,40.6,15,6,40,21,0,0,3,13,5,14.3,61.9,23.8,61.5,61.5,61.5,166.7,60,6.2,336,0,20,,,95.2,,
250mN105175E170675,49,50.8,26,23,88.5,43,6,12.2,3,33,13,6.1,67.3,26.5,48.5,48.5,48.5,433.3,23.1,6.2,784,96,37,,,75.5,,
250mN105175E170700,50,42.2,26,24,92.3,42,8,16,5,39,6,10,78,12,28.2,28.2,28.2,120,83.3,6.2,800,128,43,0,7,86,0,14
250mN105175E170725,20,27.4,12,8,66.7,20,0,0,6,14,0,30,70,0,42.9,42.9,42.9,0,,6.2,320,0,20,0,0,100,0,0
250mN105175E170775,69,34.6,32,37,115.6,63,6,8.7,15,46,8,21.7,66.7,11.6,50,50,50,53.3,187.5,6.2,1104,96,62,,,89.9,,
250mN105175E171125,11,64.9,5,6,120,11,0,0,0,3,8,0,27.3,72.7,266.7,266.7,266.7,,0,6.2,176,0,11,0,0,100,0,0
250mN105175E171175,29,46.4,12,17,141.7,,,,5,18,6,17.2,62.1,20.7,61.1,61.1,61.1,120,83.3,6.2,464,,26,,,89.7,,
250mN105175E171775,40,43.1,21,19,90.5,40,0,0,6,28,6,15,70,15,42.9,42.9,42.9,100,100,0.1,34662,0,38,,,95,,
250mN105175E171800,36,35.5,18,18,100,31,5,13.9,5,27,4,13.9,75,11.1,33.3,33.3,33.3,80,125,0.2,19017.4,2641.3,30,,,83.3,,
250mN105175E171875,16,47.7,8,8,100,,,,,11,,,68.8,,,,,,,4.7,340.3,,11,,,68.8,,
250mN105175E171900,504,46.6,239,265,110.9,447,57,11.3,43,328,133,8.5,65.1,26.4,53.7,53.7,53.7,309.3,32.3,6.2,8064,912,395,37,72,78.4,7.3,14.3
250mN105175E171925,1017,44.9,510,507,99.4,888,129,12.7,104,700,213,10.2,68.8,20.9,45.3,45.3,45.3,204.8,48.8,6.2,16272,2064,761,78,178,74.8,7.7,17.5
250mN105175E171950,495,48.5,246,249,101.2,381,114,23,31,341,123,6.3,68.9,24.8,45.2,45.2,45.2,396.8,25.2,5,9875.7,2274.4,254,88,153,51.3,17.8,30.9
250mN105175E171975,35,45.7,17,18,105.9,27,8,22.9,4,21,10,11.4,60,28.6,66.7,66.7,66.7,250,40,2.4,1445.3,330.4,17,6,12,48.6,17.1,34.3
250mN105175E172525,22,31,12,10,83.3,22,0,0,3,19,0,13.6,86.4,0,15.8,15.8,15.8,0,,6.2,352,0,15,3,4,68.2,13.6,18.2
250mN105175E172625,53,61.6,25,28,112,9,44,83,4,18,31,7.5,34,58.5,194.4,194.4,194.4,775,12.9,5.1,1045.1,867.6,,,43,,,81.1
250mN105175E172650,64,55.9,36,28,77.8,11,53,82.8,6,32,26,9.4,50,40.6,100,100,100,433.3,23.1,5.8,1112.9,921.6,,,53,,,82.8
250mN105175E172825,167,41.1,81,86,106.2,161,6,3.6,23,120,24,13.8,71.9,14.4,39.2,39.2,39.2,104.3,95.8,6.2,2672,96,149,4,14,89.2,2.4,8.4
250mN105175E172875,80,40,37,43,116.2,68,12,15,6,65,9,7.5,81.2,11.2,23.1,23.1,23.1,150,66.7,6.2,1280,192,57,10,13,71.2,12.5,16.2
250mN105175E172900,265,35.4,145,120,82.8,236,29,10.9,49,193,23,18.5,72.8,8.7,37.3,37.3,37.3,46.9,213,6.2,4240,464,196,13,56,74,4.9,21.1
250mN105175E172925,72,44.6,36,36,100,69,3,4.2,6,56,10,8.3,77.8,13.9,28.6,28.6,28.6,166.7,60,6.2,1152,48,63,4,5,87.5,5.6,6.9
250mN105175E172950,222,36.2,108,114,105.6,212,10,4.5,47,152,23,21.2,68.5,10.4,46.1,46.1,46.1,48.9,204.3,6.2,3552,160,202,7,13,91,3.2,5.9
250mN105175E172975,261,39.8,131,130,99.2,258,3,1.1,35,187,39,13.4,71.6,14.9,39.6,39.6,39.6,111.4,89.7,6.2,4176,48,250,,,95.8,,
250mN105175E173000,32,27.3,17,15,88.2,,,,,25,,,78.1,,,,,,,6.2,512,,30,,,93.8,,
250mN105175E173025,35,38.6,21,14,66.7,35,0,0,4,26,5,11.4,74.3,14.3,34.6,34.6,34.6,125,80,6.2,560,0,30,,,85.7,,
250mN105175E173050,27,47.3,14,13,92.9,27,0,0,,18,,,66.7,,,,,,,6.2,432,0,27,0,0,100,0,0
250mN105175E173075,52,46.5,28,24,85.7,52,0,0,4,35,13,7.7,67.3,25,48.6,48.6,48.6,325,30.8,6.2,832,0,52,0,0,100,0,0
250mN105175E173100,26,41.3,12,14,116.7,26,0,0,,21,,,80.8,,,,,,,6.2,416,0,26,0,0,100,0,0
250mN105175E173225,55,43.2,29,26,89.7,55,0,0,8,35,12,14.5,63.6,21.8,57.1,57.1,57.1,150,66.7,6.2,880,0,55,0,0,100,0,0
250mN105175E173275,14,34.9,6,8,133.3,14,0,0,,10,,,71.4,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN105175E173300,120,36.8,57,63,110.5,120,0,0,21,93,6,17.5,77.5,5,29,29,29,28.6,350,6.2,1920,0,120,0,0,100,0,0
250mN105175E173325,153,40.9,73,80,109.6,,,,22,104,27,14.4,68,17.6,47.1,47.1,47.1,122.7,81.5,6.2,2448,,144,0,9,94.1,0,5.9
250mN105175E173350,153,32,82,71,86.6,144,9,5.9,33,115,5,21.6,75.2,3.3,33,33,33,15.2,660,6.2,2448,144,135,7,11,88.2,4.6,7.2
250mN105175E173375,73,39.7,39,34,87.2,73,0,0,8,55,10,11,75.3,13.7,32.7,32.7,32.7,125,80,6.2,1168,0,70,0,3,95.9,0,4.1
250mN105175E173400,98,41.4,51,47,92.2,98,0,0,6,83,9,6.1,84.7,9.2,18.1,18.1,18.1,150,66.7,6.2,1568,0,92,,,93.9,,
250mN105175E173425,247,40.2,119,128,107.6,,,,36,176,35,14.6,71.3,14.2,40.3,40.3,40.3,97.2,102.9,6.2,3952,,240,,,97.2,,
250mN105175E173450,142,38.5,67,75,111.9,,,,23,101,18,16.2,71.1,12.7,40.6,40.6,40.6,78.3,127.8,6.2,2272,,137,,,96.5,,
250mN105175E173475,125,38.5,63,62,98.4,125,0,0,15,95,15,12,76,12,31.6,31.6,31.6,100,100,6.2,2000,0,120,,,96,,
250mN105175E173500,45,40.9,21,24,114.3,45,0,0,4,38,3,8.9,84.4,6.7,18.4,18.4,18.4,75,133.3,6.2,720,0,45,0,0,100,0,0
250mN105175E173575,18,36.6,11,7,63.6,18,0,0,,12,,,66.7,,,,,,,6.2,288,0,18,0,0,100,0,0
250mN105175E173600,46,42.1,24,22,91.7,46,0,0,4,34,8,8.7,73.9,17.4,35.3,35.3,35.3,200,50,6.2,736,0,44,,,95.7,,
250mN105175E173625,111,40.7,55,56,101.8,111,0,0,17,76,18,15.3,68.5,16.2,46.1,46.1,46.1,105.9,94.4,6.2,1776,0,103,4,4,92.8,3.6,3.6
250mN105175E173650,189,34.8,94,95,101.1,,,,40,135,14,21.2,71.4,7.4,40,40,40,35,285.7,6.2,3024,,169,10,10,89.4,5.3,5.3
250mN105175E173675,160,41.1,83,77,92.8,160,0,0,19,119,22,11.9,74.4,13.8,34.5,34.5,34.5,115.8,86.4,6.2,2560,0,151,6,3,94.4,3.8,1.9
250mN105175E173700,84,41.9,35,49,140,84,0,0,12,59,13,14.3,70.2,15.5,42.4,42.4,42.4,108.3,92.3,6.2,1344,0,81,,,96.4,,
250mN105175E173725,35,42.6,20,15,75,,,,5,24,6,14.3,68.6,17.1,45.8,45.8,45.8,120,83.3,6.2,560,,33,,,94.3,,
250mN105175E173775,28,34.8,15,13,86.7,28,0,0,7,17,4,25,60.7,14.3,64.7,64.7,64.7,57.1,175,6.2,448,0,26,,,92.9,,
250mN105175E173800,19,33.7,11,8,72.7,16,3,15.8,,15,,,78.9,,,,,,,6.2,304,48,15,,,78.9,,
250mN105175E173825,66,35.1,38,28,73.7,63,3,4.5,17,44,5,25.8,66.7,7.6,50,50,50,29.4,340,6.2,1056,48,56,4,6,84.8,6.1,9.1
250mN105175E173850,14,30.9,6,8,133.3,,,,3,11,0,21.4,78.6,0,27.3,27.3,27.3,0,,6.2,224,,11,0,3,78.6,0,21.4
250mN105175E173875,77,43.7,43,34,79.1,73,4,5.2,8,57,12,10.4,74,15.6,35.1,35.1,35.1,150,66.7,6.2,1232,64,66,,,85.7,,
250mN105175E173925,29,43.6,14,15,107.1,,,,3,21,5,10.3,72.4,17.2,38.1,38.1,38.1,166.7,60,6.2,464,,27,,,93.1,,
250mN105175E174200,13,46.4,7,6,85.7,13,0,0,,9,,,69.2,,,,,,,6.2,208,0,10,3,0,76.9,23.1,0
250mN105175E174225,83,42.7,46,37,80.4,75,8,9.6,4,66,13,4.8,79.5,15.7,25.8,25.8,25.8,325,30.8,6.2,1328,128,74,,,89.2,,
250mN105175E174250,364,38.5,165,199,120.6,350,14,3.8,52,269,43,14.3,73.9,11.8,35.3,35.3,35.3,82.7,120.9,6.2,5824,224,304,21,39,83.5,5.8,10.7
250mN105175E174275,531,39.4,270,261,96.7,509,22,4.1,54,425,52,10.2,80,9.8,24.9,24.9,24.9,96.3,103.8,6.2,8496,352,472,26,33,88.9,4.9,6.2
250mN105175E174300,1091,40.7,519,572,110.2,995,96,8.8,117,823,151,10.7,75.4,13.8,32.6,32.6,32.6,129.1,77.5,6.2,17456,1536,867,85,139,79.5,7.8,12.7
250mN105175E174325,1087,41.9,524,563,107.4,974,113,10.4,114,778,195,10.5,71.6,17.9,39.7,39.7,39.7,171.1,58.5,6.2,17392,1808,808,132,147,74.3,12.1,13.5
250mN105175E174350,587,42.2,281,306,108.9,552,35,6,68,423,96,11.6,72.1,16.4,38.8,38.8,38.8,141.2,70.8,6.2,9392,560,459,78,50,78.2,13.3,8.5
250mN105175E174375,683,41.4,330,353,107,643,40,5.9,92,490,101,13.5,71.7,14.8,39.4,39.4,39.4,109.8,91.1,6.2,10928,640,543,66,74,79.5,9.7,10.8
250mN105175E174400,594,45.2,271,323,119.2,560,34,5.7,74,386,134,12.5,65,22.6,53.9,53.9,53.9,181.1,55.2,6.2,9504,544,463,75,56,77.9,12.6,9.4
250mN105175E174425,524,39.6,261,263,100.8,506,18,3.4,77,385,62,14.7,73.5,11.8,36.1,36.1,36.1,80.5,124.2,6.2,8384,288,433,59,32,82.6,11.3,6.1
250mN105175E174575,60,41.6,32,28,87.5,60,0,0,7,43,10,11.7,71.7,16.7,39.5,39.5,39.5,142.9,70,6.2,960,0,60,0,0,100,0,0
250mN105200E163900,21,50.5,12,9,75,18,3,14.3,,12,,,57.1,,,,,,,6.2,336,48,18,0,3,85.7,0,14.3
250mN105200E168725,21,54.6,14,7,50,,,,,10,,,47.6,,,,,,,6.2,336,,20,,,95.2,,
250mN105200E168900,51,50.9,28,23,82.1,,,,,36,,,70.6,,,,,,,6.2,816,,44,,,86.3,,
250mN105200E168925,54,46.6,28,26,92.9,54,0,0,6,36,12,11.1,66.7,22.2,50,50,50,200,50,6.2,864,0,45,,,83.3,,
250mN105200E169475,59,47.7,32,27,84.4,56,3,5.1,9,37,13,15.3,62.7,22,59.5,59.5,59.5,144.4,69.2,6.2,944,48,54,0,5,91.5,0,8.5
250mN105200E170050,144,38.9,71,73,102.8,134,10,6.9,24,97,23,16.7,67.4,16,48.5,48.5,48.5,95.8,104.3,6.2,2304,160,125,,,86.8,,
250mN105200E170150,29,45.5,14,15,107.1,26,3,10.3,3,20,6,10.3,69,20.7,45,45,45,200,50,6.2,464,48,22,0,7,75.9,0,24.1
250mN105200E170175,31,46.8,18,13,72.2,31,0,0,,23,,,74.2,,,,,,,6.2,496,0,25,0,6,80.6,0,19.4
250mN105200E170200,392,46.6,182,210,115.4,367,25,6.4,43,241,108,11,61.5,27.6,62.7,62.7,62.7,251.2,39.8,6.2,6272,400,301,26,65,76.8,6.6,16.6
250mN105200E170225,762,43.5,374,388,103.7,713,49,6.4,95,507,160,12.5,66.5,21,50.3,50.3,50.3,168.4,59.4,6.2,12192,784,601,33,128,78.9,4.3,16.8
250mN105200E170250,908,41.9,433,475,109.7,849,59,6.5,133,598,177,14.6,65.9,19.5,51.8,51.8,51.8,133.1,75.1,6.2,14528,944,700,44,164,77.1,4.8,18.1
250mN105200E170275,901,42.3,426,475,111.5,852,49,5.4,120,620,161,13.3,68.8,17.9,45.3,45.3,45.3,134.2,74.5,6.2,14416,784,705,43,153,78.2,4.8,17
250mN105200E170300,106,36.8,56,50,89.3,89,17,16,20,72,14,18.9,67.9,13.2,47.2,47.2,47.2,70,142.9,6.2,1696,272,64,7,35,60.4,6.6,33
250mN105200E170325,147,36.9,82,65,79.3,147,0,0,25,101,21,17,68.7,14.3,45.5,45.5,45.5,84,119,6.2,2352,0,139,,,94.6,,
250mN105200E170350,57,40.9,23,34,147.8,57,0,0,3,47,7,5.3,82.5,12.3,21.3,21.3,21.3,233.3,42.9,6.2,912,0,52,0,5,91.2,0,8.8
250mN105200E170375,16,40.6,10,6,60,,,,3,9,4,18.8,56.2,25,77.8,77.8,77.8,133.3,75,6.2,256,,10,,,62.5,,
250mN105200E170425,72,42.8,41,31,75.6,64,8,11.1,4,59,9,5.6,81.9,12.5,22,22,22,225,44.4,6.2,1152,128,60,,,83.3,,
250mN105200E170475,51,41.9,31,20,64.5,51,0,0,7,34,10,13.7,66.7,19.6,50,50,50,142.9,70,6.2,816,0,46,0,5,90.2,0,9.8
250mN105200E170500,24,46.7,12,12,100,24,0,0,,22,,,91.7,,,,,,,6.2,384,0,23,,,95.8,,
250mN105200E170525,28,40.5,12,16,133.3,22,6,21.4,3,20,5,10.7,71.4,17.9,40,40,40,166.7,60,6.2,448,96,17,0,11,60.7,0,39.3
250mN105200E170550,43,47.4,20,23,115,,,,5,26,12,11.6,60.5,27.9,65.4,65.4,65.4,240,41.7,6.2,688,,36,,,83.7,,
250mN105200E170575,91,40.6,38,53,139.5,88,3,3.3,17,60,14,18.7,65.9,15.4,51.7,51.7,51.7,82.4,121.4,6.2,1456,48,85,,,93.4,,
250mN105200E170600,80,39.6,38,42,110.5,80,0,0,10,56,14,12.5,70,17.5,42.9,42.9,42.9,140,71.4,6.2,1280,0,66,0,14,82.5,0,17.5
