GEOCODE,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN101350E198825,111,43.1,54,57,105.6,58,53,47.7,12,86,13,10.8,77.5,11.7,29.1,29.1,29.1,108.3,92.3,6.2,1776,848,33,26,52,29.7,23.4,46.8
250mN101350E198900,19,32.2,11,8,72.7,9,10,52.6,,12,,,63.2,,,,,,,6.2,304,160,,,12,,,63.2
250mN101350E198925,111,34.4,63,48,76.2,58,53,47.7,22,82,7,19.8,73.9,6.3,35.4,35.4,35.4,31.8,314.3,6.2,1776,848,28,30,53,25.2,27,47.7
250mN101375E169600,31,42.4,18,13,72.2,26,5,16.1,4,24,3,12.9,77.4,9.7,29.2,29.2,29.2,75,133.3,6.2,496,80,20,4,7,64.5,12.9,22.6
250mN101375E169625,80,38.9,41,39,95.1,60,20,25,15,56,9,18.8,70,11.2,42.9,42.9,42.9,60,166.7,6.2,1280,320,43,3,34,53.8,3.8,42.5
250mN101375E169675,38,45.8,21,17,81,27,11,28.9,6,22,10,15.8,57.9,26.3,72.7,72.7,72.7,166.7,60,6.2,608,176,18,6,14,47.4,15.8,36.8
250mN101375E169700,30,38,15,15,100,,,,6,21,3,20,70,10,42.9,42.9,42.9,50,200,6.2,480,,22,,,73.3,,
250mN101375E169725,14,43.5,6,8,133.3,,,,,11,,,78.6,,,,,,,6.2,224,,11,0,3,78.6,0,21.4
250mN101375E169750,46,42.9,23,23,100,32,14,30.4,7,31,8,15.2,67.4,17.4,48.4,48.4,48.4,114.3,87.5,6.2,736,224,22,,,47.8,,
250mN101375E169775,52,42.7,28,24,85.7,28,24,46.2,4,43,5,7.7,82.7,9.6,20.9,20.9,20.9,125,80,6.2,832,384,,,26,,,50
250mN101375E169800,217,37.9,108,109,100.9,135,82,37.8,37,161,19,17.1,74.2,8.8,34.8,34.8,34.8,51.4,194.7,6.2,3472,1312,110,24,83,50.7,11.1,38.2
250mN101375E169825,381,36.9,210,171,81.4,257,124,32.5,59,305,17,15.5,80.1,4.5,24.9,24.9,24.9,28.8,347.1,6.2,6096,1984,163,60,158,42.8,15.7,41.5
250mN101375E169850,69,33.4,35,34,97.1,42,27,39.1,13,53,3,18.8,76.8,4.3,30.2,30.2,30.2,23.1,433.3,6.2,1104,432,36,9,24,52.2,13,34.8
250mN101375E169875,49,39.4,30,19,63.3,37,12,24.5,9,34,6,18.4,69.4,12.2,44.1,44.1,44.1,66.7,150,6.2,784,192,31,6,12,63.3,12.2,24.5
250mN101375E198650,40,42.8,24,16,66.7,21,19,47.5,4,29,7,10,72.5,17.5,37.9,37.9,37.9,175,57.1,6.2,640,304,,,21,,,52.5
250mN101375E198675,611,36.5,309,302,97.7,401,210,34.4,124,431,56,20.3,70.5,9.2,41.8,41.8,41.8,45.2,221.4,6.2,9776,3360,147,156,308,24.1,25.5,50.4
250mN101375E198700,81,34.5,38,43,113.2,36,45,55.6,6,68,7,7.4,84,8.6,19.1,19.1,19.1,116.7,85.7,6.2,1296,720,9,26,46,11.1,32.1,56.8
250mN101375E198775,24,58.4,10,14,140,9,15,62.5,3,8,13,12.5,33.3,54.2,200,200,200,433.3,23.1,6.2,384,240,6,3,15,25,12.5,62.5
250mN101375E198850,218,33.2,130,88,67.7,113,105,48.2,47,160,11,21.6,73.4,5,36.2,36.2,36.2,23.4,427.3,6.2,3488,1680,63,45,110,28.9,20.6,50.5
250mN101375E198875,29,41,15,14,93.3,23,6,20.7,6,19,4,20.7,65.5,13.8,52.6,52.6,52.6,66.7,150,6.2,464,96,9,9,11,31,31,37.9
250mN101375E198900,41,35.3,23,18,78.3,28,13,31.7,7,34,0,17.1,82.9,0,20.6,20.6,20.6,0,,6.2,656,208,19,9,13,46.3,22,31.7
250mN101375E200650,96,39.7,50,46,92,47,49,51,15,66,15,15.6,68.8,15.6,45.5,45.5,45.5,100,100,2.9,3342.5,1706.1,38,7,51,39.6,7.3,53.1
250mN101375E200675,37,51.4,23,14,60.9,22,15,40.5,,25,,,67.6,,,,,,,3.9,954.9,387.1,14,5,18,37.8,13.5,48.6
250mN101375E200700,342,41.1,187,155,82.9,156,186,54.4,37,260,45,10.8,76,13.2,31.5,31.5,31.5,121.6,82.2,4,8600.3,4677.4,72,56,214,21.1,16.4,62.6
250mN101375E200725,424,39,245,179,73.1,159,265,62.5,65,301,58,15.3,71,13.7,40.9,40.9,40.9,89.2,112.1,6,7032.9,4395.6,88,52,284,20.8,12.3,67
250mN101375E200750,103,47.3,53,50,94.3,52,51,49.5,11,64,28,10.7,62.1,27.2,60.9,60.9,60.9,254.5,39.3,6.2,1648,816,28,24,51,27.2,23.3,49.5
250mN101375E200775,56,44.8,25,31,124,26,30,53.6,5,42,9,8.9,75,16.1,33.3,33.3,33.3,180,55.6,6.2,896,480,11,12,33,19.6,21.4,58.9
250mN101400E169625,26,40.2,10,16,160,26,0,0,3,23,0,11.5,88.5,0,13,13,13,0,,6.2,416,0,24,,,92.3,,
250mN101400E169825,33,34.3,20,13,65,23,10,30.3,6,27,0,18.2,81.8,0,22.2,22.2,22.2,0,,6.2,528,160,22,0,11,66.7,0,33.3
250mN101400E169850,19,56.2,10,9,90,15,4,21.1,0,13,6,0,68.4,31.6,46.2,46.2,46.2,,0,6.2,304,64,10,0,9,52.6,0,47.4
250mN101400E198450,123,41.6,61,62,101.6,61,62,50.4,17,90,16,13.8,73.2,13,36.7,36.7,36.7,94.1,106.2,6.2,1968,992,19,32,72,15.4,26,58.5
250mN101400E198500,43,48.5,29,14,48.3,15,28,65.1,,33,,,76.7,,,,,,,6.2,688,448,,,30,,,69.8
250mN101400E198625,13,50.4,6,7,116.7,,,,0,9,4,0,69.2,30.8,44.4,44.4,44.4,,0,6.2,208,,,,11,,,84.6
250mN101400E198650,91,44.3,47,44,93.6,46,45,49.5,10,57,24,11,62.6,26.4,59.6,59.6,59.6,240,41.7,6.2,1456,720,28,11,52,30.8,12.1,57.1
250mN101400E198675,19,39,9,10,111.1,14,5,26.3,,17,,,89.5,,,,,,,6.2,304,80,11,,,57.9,,
250mN101400E198700,31,49.8,15,16,106.7,14,17,54.8,,24,,,77.4,,,,,,,6.2,496,272,7,3,21,22.6,9.7,67.7
250mN101400E198725,474,33.2,270,204,75.6,272,202,42.6,78,383,13,16.5,80.8,2.7,23.8,23.8,23.8,16.7,600,6.2,7584,3232,73,141,260,15.4,29.7,54.9
250mN101400E198775,58,45.5,28,30,107.1,29,29,50,6,46,6,10.3,79.3,10.3,26.1,26.1,26.1,100,100,6.2,928,464,15,10,33,25.9,17.2,56.9
250mN101400E198800,121,37.5,58,63,108.6,68,53,43.8,18,95,8,14.9,78.5,6.6,27.4,27.4,27.4,44.4,225,6.2,1936,848,31,35,55,25.6,28.9,45.5
250mN101400E198900,76,34.9,41,35,85.4,49,27,35.5,17,56,3,22.4,73.7,3.9,35.7,35.7,35.7,17.6,566.7,6.2,1216,432,28,18,30,36.8,23.7,39.5
250mN101400E198925,83,39.1,37,46,124.3,53,30,36.1,14,62,7,16.9,74.7,8.4,33.9,33.9,33.9,50,200,6.2,1328,480,25,29,29,30.1,34.9,34.9
250mN101400E198950,17,41.6,9,8,88.9,11,6,35.3,,15,,,88.2,,,,,,,6.2,272,96,3,7,7,17.6,41.2,41.2
250mN101400E200625,175,38.3,99,76,76.8,73,102,58.3,25,127,23,14.3,72.6,13.1,37.8,37.8,37.8,92,108.7,4.1,4254.2,2479.6,41,24,110,23.4,13.7,62.9
250mN101400E200650,238,39.5,120,118,98.3,94,144,60.5,40,165,33,16.8,69.3,13.9,44.2,44.2,44.2,82.5,121.2,6.2,3808,2304,69,25,144,29,10.5,60.5
250mN101400E200675,337,39.5,170,167,98.2,156,181,53.7,47,249,41,13.9,73.9,12.2,35.3,35.3,35.3,87.2,114.6,6.2,5392,2896,85,58,194,25.2,17.2,57.6
250mN101400E200700,532,38.4,278,254,91.4,227,305,57.3,65,426,41,12.2,80.1,7.7,24.9,24.9,24.9,63.1,158.5,6.2,8512,4880,123,83,326,23.1,15.6,61.3
250mN101400E200725,487,38.6,274,213,77.7,198,289,59.3,66,369,52,13.6,75.8,10.7,32,32,32,78.8,126.9,6.2,7792,4624,116,62,309,23.8,12.7,63.4
250mN101400E200750,242,43.1,118,124,105.1,119,123,50.8,15,192,35,6.2,79.3,14.5,26,26,26,233.3,42.9,6.2,3872,1968,50,54,138,20.7,22.3,57
250mN101400E200775,50,49.2,26,24,92.3,27,23,46,4,31,15,8,62,30,61.3,61.3,61.3,375,26.7,6.2,800,368,8,16,26,16,32,52
250mN101400E200925,168,41.2,90,78,86.7,121,47,28,31,112,25,18.5,66.7,14.9,50,50,50,80.6,124,6.2,2691.7,753,82,36,50,48.8,21.4,29.8
250mN101425E169575,24,44.9,11,13,118.2,20,4,16.7,3,14,7,12.5,58.3,29.2,71.4,71.4,71.4,233.3,42.9,6.2,384,64,11,7,6,45.8,29.2,25
250mN101425E169750,25,41.1,15,10,66.7,17,8,32,4,18,3,16,72,12,38.9,38.9,38.9,75,133.3,6.2,400,128,,,13,,,52
250mN101425E169950,45,35.5,23,22,95.7,32,13,28.9,5,37,3,11.1,82.2,6.7,21.6,21.6,21.6,60,166.7,6.2,720,208,23,,,51.1,,
250mN101425E169975,585,37.4,314,271,86.3,432,153,26.2,96,444,45,16.4,75.9,7.7,31.8,31.8,31.8,46.9,213.3,6.2,9360,2448,270,58,257,46.2,9.9,43.9
250mN101425E170000,545,35,281,264,94,402,143,26.2,103,409,33,18.9,75,6.1,33.3,33.3,33.3,32,312.1,6.2,8720,2288,310,39,196,56.9,7.2,36
250mN101425E170025,170,30.5,85,85,100,126,44,25.9,42,123,5,24.7,72.4,2.9,38.2,38.2,38.2,11.9,840,6.2,2720,704,78,21,71,45.9,12.4,41.8
250mN101425E198450,155,40,81,74,91.4,65,90,58.1,28,103,24,18.1,66.5,15.5,50.5,50.5,50.5,85.7,116.7,6.2,2480,1440,35,31,89,22.6,20,57.4
250mN101425E198650,49,33,29,20,69,31,18,36.7,5,41,3,10.2,83.7,6.1,19.5,19.5,19.5,60,166.7,6.2,784,288,4,27,18,8.2,55.1,36.7
250mN101425E198700,34,41.2,20,14,70,12,22,64.7,,28,,,82.4,,,,,,,6.2,544,352,7,5,22,20.6,14.7,64.7
250mN101425E198725,644,33.5,335,309,92.2,413,231,35.9,102,524,18,15.8,81.4,2.8,22.9,22.9,22.9,17.6,566.7,6.2,10304,3696,102,248,294,15.8,38.5,45.7
250mN101425E198750,25,39.4,10,15,150,15,10,40,4,18,3,16,72,12,38.9,38.9,38.9,75,133.3,6.2,400,160,12,4,9,48,16,36
250mN101425E198775,111,36.2,59,52,88.1,66,45,40.5,21,80,10,18.9,72.1,9,38.8,38.8,38.8,47.6,210,6.2,1776,720,26,30,55,23.4,27,49.5
250mN101425E198800,124,38.6,70,54,77.1,72,52,41.9,23,91,10,18.5,73.4,8.1,36.3,36.3,36.3,43.5,230,6.2,1984,832,37,28,59,29.8,22.6,47.6
250mN101425E198825,42,38.3,20,22,110,22,20,47.6,11,25,6,26.2,59.5,14.3,68,68,68,54.5,183.3,6.2,672,320,6,16,20,14.3,38.1,47.6
250mN101425E198900,134,33.1,69,65,94.2,82,52,38.8,34,95,5,25.4,70.9,3.7,41.1,41.1,41.1,14.7,680,6.2,2144,832,53,23,58,39.6,17.2,43.3
250mN101425E198925,88,37.5,38,50,131.6,69,19,21.6,16,64,8,18.2,72.7,9.1,37.5,37.5,37.5,50,200,6.2,1408,304,39,29,20,44.3,33,22.7
250mN101425E198950,31,34.6,18,13,72.2,13,18,58.1,,24,,,77.4,,,,,,,6.2,496,288,5,7,19,16.1,22.6,61.3
250mN101425E200500,40,44.6,18,22,122.2,28,12,30,5,28,7,12.5,70,17.5,42.9,42.9,42.9,140,71.4,2.5,1580,474,18,9,13,45,22.5,32.5
250mN101425E200525,75,40.6,37,38,102.7,38,37,49.3,3,67,5,4,89.3,6.7,11.9,11.9,11.9,166.7,60,4.6,1646.8,812.4,23,6,46,30.7,8,61.3
250mN101425E200550,154,35.2,80,74,92.5,78,76,49.4,32,111,11,20.8,72.1,7.1,38.7,38.7,38.7,34.4,290.9,5.2,2938.8,1450.3,46,33,75,29.9,21.4,48.7
250mN101425E200575,140,48.5,79,61,77.2,59,81,57.9,6,102,32,4.3,72.9,22.9,37.3,37.3,37.3,533.3,18.8,6.2,2245.9,1299.4,18,33,89,12.9,23.6,63.6
250mN101425E200600,135,44.8,73,62,84.9,57,78,57.8,17,90,28,12.6,66.7,20.7,50,50,50,164.7,60.7,6.2,2160,1248,42,20,73,31.1,14.8,54.1
250mN101425E200625,510,39.2,268,242,90.3,210,300,58.8,78,364,68,15.3,71.4,13.3,40.1,40.1,40.1,87.2,114.7,6.2,8160,4800,137,59,314,26.9,11.6,61.6
250mN101425E200650,124,44.2,61,63,103.3,46,78,62.9,17,79,28,13.7,63.7,22.6,57,57,57,164.7,60.7,6.2,1984,1248,29,15,80,23.4,12.1,64.5
250mN101425E200675,328,38,176,152,86.4,118,210,64,52,238,38,15.9,72.6,11.6,37.8,37.8,37.8,73.1,136.8,6.2,5248,3360,85,41,202,25.9,12.5,61.6
250mN101425E200700,157,35.8,82,75,91.5,67,90,57.3,27,121,9,17.2,77.1,5.7,29.8,29.8,29.8,33.3,300,6.2,2512,1440,49,16,92,31.2,10.2,58.6
250mN101425E200725,18,43.6,9,9,100,11,7,38.9,,14,,,77.8,,,,,,,6.2,288,112,8,,,44.4,,
250mN101425E200750,92,45.7,42,50,119,28,64,69.6,,73,,,79.3,,,,,,,6.2,1472,1024,10,14,68,10.9,15.2,73.9
250mN101425E200775,60,40.9,31,29,93.5,26,34,56.7,7,47,6,11.7,78.3,10,27.7,27.7,27.7,85.7,116.7,6.2,960,544,15,9,36,25,15,60
250mN101425E200800,21,54.7,16,5,31.2,3,18,85.7,0,16,5,0,76.2,23.8,31.2,31.2,31.2,,0,6.2,336,288,,,19,,,90.5
250mN101425E200850,54,42.8,23,31,134.8,31,23,42.6,5,41,8,9.3,75.9,14.8,31.7,31.7,31.7,160,62.5,6.2,864,368,13,11,30,24.1,20.4,55.6
250mN101425E200875,58,42.1,26,32,123.1,43,15,25.9,8,39,11,13.8,67.2,19,48.7,48.7,48.7,137.5,72.7,6.2,928,240,25,15,18,43.1,25.9,31
250mN101425E200925,16,40.2,9,7,77.8,7,9,56.2,,12,,,75,,,,,,,6.2,256,144,5,0,11,31.2,0,68.8
250mN101425E200950,14,36.4,7,7,100,3,11,78.6,,10,,,71.4,,,,,,,6.2,224,176,,,11,,,78.6
250mN101425E200975,23,37.6,11,12,109.1,7,16,69.6,,20,,,87,,,,,,,6.2,368,256,0,6,17,0,26.1,73.9
250mN101425E201000,24,41.6,9,15,166.7,13,11,45.8,3,17,4,12.5,70.8,16.7,41.2,41.2,41.2,133.3,75,6.2,384,176,11,,,45.8,,
250mN101425E201025,38,48.9,20,18,90,15,23,60.5,,27,,,71.1,,,,,,,6.2,608,368,9,6,23,23.7,15.8,60.5
250mN101425E201050,79,43.7,44,35,79.5,48,31,39.2,6,67,6,7.6,84.8,7.6,17.9,17.9,17.9,100,100,6.2,1264,496,28,16,35,35.4,20.3,44.3
250mN101450E169600,13,28,5,8,160,13,0,0,3,10,0,23.1,76.9,0,30,30,30,0,,6.2,208,0,12,,,92.3,,
250mN101450E169625,23,33.4,12,11,91.7,14,9,39.1,6,17,0,26.1,73.9,0,35.3,35.3,35.3,0,,6.2,368,144,12,3,8,52.2,13,34.8
250mN101450E169750,143,56.2,77,66,85.7,23,120,83.9,11,71,61,7.7,49.7,42.7,101.4,101.4,101.4,554.5,18,6.2,2288,1920,12,7,124,8.4,4.9,86.7
250mN101450E169825,21,44.4,11,10,90.9,18,3,14.3,,17,,,81,,,,,,,6.2,336,48,14,,,66.7,,
250mN101450E169875,20,40.7,9,11,122.2,17,3,15,,17,,,85,,,,,,,6.2,320,48,9,4,7,45,20,35
250mN101450E169950,12,48.1,6,6,100,12,0,0,,10,,,83.3,,,,,,,6.2,192,0,9,0,3,75,0,25
250mN101450E169975,667,35.9,335,332,99.1,507,160,24,107,534,26,16,80.1,3.9,24.9,24.9,24.9,24.3,411.5,6.2,10672,2560,397,47,223,59.5,7,33.4
250mN101450E170000,767,36.9,404,363,89.9,592,175,22.8,124,589,54,16.2,76.8,7,30.2,30.2,30.2,43.5,229.6,6.2,12272,2800,425,84,258,55.4,11,33.6
250mN101450E170025,348,35.2,171,177,103.5,251,97,27.9,76,246,26,21.8,70.7,7.5,41.5,41.5,41.5,34.2,292.3,6.2,5568,1552,176,36,136,50.6,10.3,39.1
250mN101450E170050,1039,33.9,514,525,102.1,803,236,22.7,237,755,47,22.8,72.7,4.5,37.6,37.6,37.6,19.8,504.3,6.2,16624,3776,535,140,364,51.5,13.5,35
250mN101450E170075,53,32.9,25,28,112,36,17,32.1,11,42,0,20.8,79.2,0,26.2,26.2,26.2,0,,6.2,848,272,21,12,20,39.6,22.6,37.7
250mN101450E198450,630,35.6,325,305,93.8,439,191,30.3,107,486,37,17,77.1,5.9,29.6,29.6,29.6,34.6,289.2,6.2,10080,3056,124,249,257,19.7,39.5,40.8
250mN101450E198500,206,46.3,107,99,92.5,73,133,64.6,27,137,42,13.1,66.5,20.4,50.4,50.4,50.4,155.6,64.3,6.2,3296,2128,33,36,137,16,17.5,66.5
250mN101450E198700,291,35.7,162,129,79.6,179,112,38.5,32,243,16,11,83.5,5.5,19.8,19.8,19.8,50,200,6.2,4656,1792,51,103,137,17.5,35.4,47.1
250mN101450E198900,63,37.4,32,31,96.9,42,21,33.3,,51,,,81,,,,,,,6.2,1008,336,20,17,26,31.7,27,41.3
250mN101450E198925,40,36.8,23,17,73.9,27,13,32.5,9,31,0,22.5,77.5,0,29,29,29,0,,6.2,640,208,18,5,17,45,12.5,42.5
250mN101450E200475,18,45.2,10,8,80,,,,,12,,,66.7,,,,,,,2.6,686.3,,17,,,94.4,,
250mN101450E200500,595,37.1,322,273,84.8,327,268,45,111,423,61,18.7,71.1,10.3,40.7,40.7,40.7,55,182,6.2,9542.9,4298.3,229,73,293,38.5,12.3,49.2
250mN101450E200525,185,38.5,106,79,74.5,84,101,54.6,20,149,16,10.8,80.5,8.6,24.2,24.2,24.2,80,125,6.2,2960,1616,43,27,115,23.2,14.6,62.2
250mN101450E200550,307,43.1,163,144,88.3,122,185,60.3,36,224,47,11.7,73,15.3,37.1,37.1,37.1,130.6,76.6,6.2,4912,2960,53,57,197,17.3,18.6,64.2
250mN101450E200575,207,39.9,117,90,76.9,83,124,59.9,19,167,21,9.2,80.7,10.1,24,24,24,110.5,90.5,6.2,3312,1984,33,36,138,15.9,17.4,66.7
250mN101450E200600,167,44.7,79,88,111.4,56,111,66.5,11,128,28,6.6,76.6,16.8,30.5,30.5,30.5,254.5,39.3,6.2,2672,1776,37,19,111,22.2,11.4,66.5
250mN101450E200625,351,42.1,187,164,87.7,164,187,53.3,29,286,36,8.3,81.5,10.3,22.7,22.7,22.7,124.1,80.6,6.2,5616,2992,93,58,200,26.5,16.5,57
250mN101450E200650,110,38.9,57,53,93,28,82,74.5,17,83,10,15.5,75.5,9.1,32.5,32.5,32.5,58.8,170,6.2,1760,1312,22,8,80,20,7.3,72.7
250mN101450E200675,19,42,9,10,111.1,7,12,63.2,3,16,0,15.8,84.2,0,18.8,18.8,18.8,0,,6.2,304,192,7,0,12,36.8,0,63.2
250mN101450E200825,11,48.1,3,8,266.7,8,3,27.3,,9,,,81.8,,,,,,,6.2,176,48,6,,,54.5,,
250mN101450E200850,101,43.4,54,47,87,44,57,56.4,6,82,13,5.9,81.2,12.9,23.2,23.2,23.2,216.7,46.2,6.2,1616,912,19,24,58,18.8,23.8,57.4
250mN101450E200875,27,49.5,13,14,107.7,11,16,59.3,0,18,9,0,66.7,33.3,50,50,50,,0,6.2,432,256,3,4,20,11.1,14.8,74.1
250mN101450E200925,14,38.9,5,9,180,11,3,21.4,,12,,,85.7,,,,,,,6.2,224,48,,7,,,50,
250mN101450E201000,59,38.3,30,29,96.7,27,32,54.2,6,49,4,10.2,83.1,6.8,20.4,20.4,20.4,66.7,150,6.2,944,512,10,18,31,16.9,30.5,52.5
250mN101450E201025,69,50.4,36,33,91.7,23,46,66.7,,58,,,84.1,,,,,,,6.2,1104,736,12,10,47,17.4,14.5,68.1
250mN101450E201050,75,44.6,42,33,78.6,48,27,36,8,60,7,10.7,80,9.3,25,25,25,87.5,114.3,6.2,1200,432,23,18,34,30.7,24,45.3
250mN101475E169675,28,42.3,14,14,100,,,,,23,,,82.1,,,,,,,6.2,448,,20,5,3,71.4,17.9,10.7
250mN101475E169850,33,43.8,18,15,83.3,,,,6,19,8,18.2,57.6,24.2,73.7,73.7,73.7,133.3,75,6.2,528,,25,4,4,75.8,12.1,12.1
250mN101475E169875,53,36.4,31,22,71,50,3,5.7,8,42,3,15.1,79.2,5.7,26.2,26.2,26.2,37.5,266.7,6.2,848,48,45,,,84.9,,
250mN101475E170050,100,36.9,48,52,108.3,69,31,31,24,70,6,24,70,6,42.9,42.9,42.9,25,400,6.2,1600,496,53,11,36,53,11,36
250mN101475E170075,27,42.1,16,11,68.8,22,5,18.5,5,18,4,18.5,66.7,14.8,50,50,50,80,125,6.2,432,80,16,5,6,59.3,18.5,22.2
250mN101475E170250,446,33.7,220,226,102.7,113,333,74.7,101,319,26,22.6,71.5,5.8,39.8,39.8,39.8,25.7,388.5,6.2,7136,5328,65,33,348,14.6,7.4,78
250mN101475E170275,92,32.3,54,38,70.4,23,69,75,24,62,6,26.1,67.4,6.5,48.4,48.4,48.4,25,400,6.2,1472,1104,27,5,60,29.3,5.4,65.2
250mN101475E198425,48,55.3,25,23,92,15,33,68.8,5,24,19,10.4,50,39.6,100,100,100,380,26.3,6.2,768,528,,,34,,,70.8
250mN101475E198500,167,41.5,94,73,77.7,98,69,41.3,30,111,26,18,66.5,15.6,50.5,50.5,50.5,86.7,115.4,6.2,2672,1104,43,43,81,25.7,25.7,48.5
250mN101475E198700,356,38.1,187,169,90.4,177,179,50.3,56,275,25,15.7,77.2,7,29.5,29.5,29.5,44.6,224,6.2,5696,2864,64,89,203,18,25,57
250mN101475E198775,493,31.7,251,242,96.4,344,149,30.2,94,386,13,19.1,78.3,2.6,27.7,27.7,27.7,13.8,723.1,6.2,7888,2384,145,133,215,29.4,27,43.6
250mN101475E198825,307,32.8,174,133,76.4,210,97,31.6,63,235,9,20.5,76.5,2.9,30.6,30.6,30.6,14.3,700,6.2,4912,1552,66,102,139,21.5,33.2,45.3
250mN101475E199900,16,45.9,9,7,77.8,12,4,25,,11,,,68.8,,,,,,,5.7,282.8,70.7,11,,,68.8,,
250mN101475E200425,42,42.7,21,21,100,24,18,42.9,8,24,10,19,57.1,23.8,75,75,75,125,80,3.3,1274.3,546.1,16,9,17,38.1,21.4,40.5
250mN101475E200450,209,45.2,112,97,86.6,126,83,39.7,18,142,49,8.6,67.9,23.4,47.2,47.2,47.2,272.2,36.7,4.4,4702.1,1867.4,87,24,98,41.6,11.5,46.9
250mN101475E200475,289,48.3,146,143,97.9,176,113,39.1,26,187,76,9,64.7,26.3,54.5,54.5,54.5,292.3,34.2,6.1,4770.7,1865.4,133,32,124,46,11.1,42.9
250mN101475E200500,454,44,231,223,96.5,190,264,58.1,58,297,99,12.8,65.4,21.8,52.9,52.9,52.9,170.7,58.6,6.2,7264,4224,91,65,298,20,14.3,65.6
250mN101475E200525,222,40.9,118,104,88.1,111,111,50,31,153,38,14,68.9,17.1,45.1,45.1,45.1,122.6,81.6,6.2,3552,1776,67,42,113,30.2,18.9,50.9
250mN101475E200550,508,41.2,275,233,84.7,243,265,52.2,60,381,67,11.8,75,13.2,33.3,33.3,33.3,111.7,89.6,6.2,8128,4240,140,69,299,27.6,13.6,58.9
250mN101475E200575,344,38.5,184,160,87,174,170,49.4,42,270,32,12.2,78.5,9.3,27.4,27.4,27.4,76.2,131.2,6.2,5504,2720,83,61,200,24.1,17.7,58.1
250mN101475E200600,76,41.1,38,38,100,31,45,59.2,10,58,8,13.2,76.3,10.5,31,31,31,80,125,6.2,1216,720,22,7,47,28.9,9.2,61.8
250mN101475E200975,27,50.2,15,12,80,14,13,48.1,0,21,6,0,77.8,22.2,28.6,28.6,28.6,,0,6.2,432,208,,,16,,,59.3
250mN101475E201000,25,40.7,12,13,108.3,14,11,44,,24,,,96,,,,,,,6.2,400,176,4,10,11,16,40,44
250mN101475E201725,132,45.1,63,69,109.5,121,11,8.3,17,87,28,12.9,65.9,21.2,51.7,51.7,51.7,164.7,60.7,2.1,6301.6,525.1,95,17,20,72,12.9,15.2
250mN101475E201750,1072,39,545,527,96.7,908,164,15.3,151,814,107,14.1,75.9,10,31.7,31.7,31.7,70.9,141.1,3.2,33859.8,5180,684,166,222,63.8,15.5,20.7
250mN101500E169350,76,47.6,41,35,85.4,17,59,77.6,7,54,15,9.2,71.1,19.7,40.7,40.7,40.7,214.3,46.7,6.2,1216,944,11,3,62,14.5,3.9,81.6
250mN101500E169375,143,43.2,79,64,81,30,113,79,20,96,27,14,67.1,18.9,49,49,49,135,74.1,6.2,2288,1808,14,19,110,9.8,13.3,76.9
250mN101500E169400,267,39.3,135,132,97.8,87,180,67.4,42,190,35,15.7,71.2,13.1,40.5,40.5,40.5,83.3,120,6.2,4272,2880,46,26,195,17.2,9.7,73
250mN101500E169475,15,43.6,9,6,66.7,9,6,40,,13,,,86.7,,,,,,,6.2,240,96,,,8,,,53.3
250mN101500E169700,11,37.4,7,4,57.1,7,4,36.4,,8,,,72.7,,,,,,,6.2,176,64,5,0,6,45.5,0,54.5
250mN101500E170150,39,32.2,21,18,85.7,26,13,33.3,11,24,4,28.2,61.5,10.3,62.5,62.5,62.5,36.4,275,6.2,624,208,,,19,,,48.7
250mN101500E170175,494,32.2,244,250,102.5,321,173,35,111,369,14,22.5,74.7,2.8,33.9,33.9,33.9,12.6,792.9,6.2,7904,2768,194,68,232,39.3,13.8,47
250mN101500E170475,23,38.8,11,12,109.1,20,3,13,,19,,,82.6,,,,,,,6.2,368,48,21,,,91.3,,
250mN101500E198525,49,43,21,28,133.3,20,29,59.2,7,38,4,14.3,77.6,8.2,28.9,28.9,28.9,57.1,175,6.2,784,464,7,10,32,14.3,20.4,65.3
250mN101500E198800,21,38.7,13,8,61.5,12,9,42.9,,17,,,81,,,,,,,6.2,336,144,4,8,9,19,38.1,42.9
250mN101500E199850,78,41.7,46,32,69.6,66,12,15.4,7,62,9,9,79.5,11.5,25.8,25.8,25.8,128.6,77.8,5.2,1495.9,230.1,55,9,14,70.5,11.5,17.9
250mN101500E200175,40,39.7,15,25,166.7,7,33,82.5,0,33,7,0,82.5,17.5,21.2,21.2,21.2,,0,2.5,1626.7,1342.1,3,3,34,7.5,7.5,85
